target_id	length	eff_length	est_counts	tpm
ENST00000367355.5	1417	1134.11	76.6825	5.097
ENST00000367356.1	759	464.8	0	0
ENST00000634596.1	1768	1472.82	0	0
ENST00000635220.1	319	40.6755	0	0
ENST00000427825.1	507	224.196	0	0
ENST00000635660.1	638	407.336	3	0.555191
ENST00000568695.1	736	540.439	345.27	48.16
ENST00000446333.1	2497	2404.65	57.5905	1.8054
ENST00000458003.1	3496	3686.13	65.2683	1.33477
ENST00000610411.1	556	272.737	0	0
ENST00000415359.1	508	225.196	1	0.334744
ENST00000453155.1	771	476.529	0	0
ENST00000633182.1	556	272.737	0	0
ENST00000430471.1	598	285.189	139	36.7415
ENST00000454651.2	1516	1389.27	280.284	15.2085
ENST00000441932.1	2329	2131.1	181682	6426.59
ENST00000449492.1	579	295.57	0	0
ENST00000413035.5	839	1020.12	8.11084	0.599361
ENST00000421449.1	457	174.478	23.6446	10.2157
ENST00000421159.1	456	173.512	0	0
ENST00000429443.1	1809	1513.82	0	0
ENST00000414927.5	494	211.346	3	1.07004
ENST00000458139.1	600	316.324	0	0
ENST00000608886.1	657	329.831	37	8.45638
ENST00000419190.1	788	653.138	215.975	24.9271
ENST00000415582.1	500	217.24	19.0254	6.60188
ENST00000504773.1	987	1012.56	708	52.709
ENST00000428573.1	314	36.8087	4	8.19187
ENST00000411431.1	365	84.6235	0	0
ENST00000564127.1	592	308.511	16	3.90952
ENST00000553157.1	551	333.933	8.76318	1.97823
ENST00000417262.5	748	495.447	120.583	18.3469
ENST00000425295.1	634	353.565	4.65406	0.992285
ENST00000421055.1	380	99.2494	0	0
ENST00000434265.2	353	72.7198	0	0
ENST00000412772.1	775	658.453	24.2215	2.77301
ENST00000433008.1	354	73.7198	49.7785	50.9016
ENST00000457348.5	2539	2434.83	265.449	8.21839
ENST00000425698.1	355	74.7198	15.053	15.1866
ENST00000432511.1	505	286.011	64.4784	16.9944
ENST00000367207.7	1891	1877.2	2	0.0803146
ENST00000418245.5	1116	1042.81	0	0
ENST00000427799.1	1028	732.822	0	0
ENST00000565388.1	444	161.561	0	0
ENST00000433869.1	1126	830.822	0	0
ENST00000437919.1	446	163.529	0	0
ENST00000628516.1	1289	1257.63	6	0.359643
ENST00000443515.1	486	203.366	1	0.370677
ENST00000453895.1	683	541.193	9	1.25362
ENST00000444037.1	2219	2569.15	117.976	3.46161
ENST00000435021.1	445	162.545	0	0
ENST00000452599.1	686	393.793	0	0
ENST00000447832.1	2781	3492.92	293.552	6.33536
ENST00000626538.1	2994	3308.75	190	4.32876
ENST00000442318.1	2885	3134.08	587.109	14.1215
ENST00000421166.1	230	94.4121	0	0
ENST00000425896.1	630	325.399	2	0.463327
ENST00000428399.1	271	28.8004	2	5.23487
ENST00000367119.1	2096	2588.26	8	0.233
ENST00000562504.1	509	226.196	11	3.6659
ENST00000624347.1	3135	3381.97	507.902	11.321
ENST00000425161.1	358	77.6894	22	21.3469
ENST00000619568.1	477	194.406	0	0
ENST00000442684.1	945	649.955	0	0
ENST00000634239.1	1140	844.822	0	0
ENST00000417084.1	917	622.016	0	0
ENST00000618707.1	694	336.776	18	4.02908
ENST00000635698.1	479	196.406	0	0
ENST00000439443.1	682	389.906	0	0
ENST00000597497.5	610	326.037	0	0
ENST00000596003.4	592	308.511	0	0
ENST00000623503.1	666	374.832	0	0
ENST00000608023.5	15145	20098.3	2166.29	8.12515
ENST00000487977.1	3197	4252.06	180.465	3.19939
ENST00000435542.2	563	279.683	0	0
ENST00000568112.1	279	23.5103	0	0
ENST00000567538.1	285	22.721	0	0
ENST00000415754.1	527	243.987	0	0
ENST00000453569.1	595	311.48	0	0
ENST00000416349.1	473	190.406	0	0
ENST00000448988.1	492	209.346	0	0
ENST00000443636.1	727	434.311	0	0
ENST00000447257.1	326	46.65	0	0
ENST00000429156.5	990	781.013	44.9071	4.33442
ENST00000433108.1	3348	3612.86	102.548	2.1397
ENST00000603283.5	455	172.512	72.1426	31.5243
ENST00000431096.5	908	672.072	28.7468	3.22439
ENST00000451937.5	888	639.85	154.461	18.1977
ENST00000366437.7	704	437.391	0	0
ENST00000444286.1	523	239.987	0	0
ENST00000458250.5	406	124.227	6.99229	4.24303
ENST00000419143.1	971	730.43	7.26727	0.750009
ENST00000440276.2	539	255.789	2.21063	0.651489
ENST00000424696.6	863	645.988	1	0.116694
ENST00000453331.1	641	353.894	0	0
ENST00000445272.5	381	100.219	0	0
ENST00000441672.1	449	166.512	10	4.52718
ENST00000475406.5	591	307.511	0	0
ENST00000437764.5	726	433.437	0	0
ENST00000480052.1	413	130.96	0	0
ENST00000625140.1	3618	4310.88	43	0.751929
ENST00000438597.1	626	341.18	0	0
ENST00000450040.1	116	39.3776	0	0
ENST00000423222.5	3508	2998.21	1055.99	26.5503
ENST00000534914.5	1006	734.719	156.829	16.0909
ENST00000448567.2	478	195.406	3.59916	1.38847
ENST00000610948.1	469	186.406	1.28878	0.521188
ENST00000417794.1	491	208.346	0	0
ENST00000567907.1	711	418.56	0	0
ENST00000452024.2	585	360.496	16	3.34575
ENST00000412871.1	1204	908.822	0	0
ENST00000430123.1	357	76.6894	0	0
ENST00000415202.1	755	508.851	1	0.148144
ENST00000421933.1	1846	1703.84	307.65	13.6114
ENST00000443174.2	460	177.46	9	3.8231
ENST00000458662.1	174	68.8601	0	0
ENST00000457272.5	706	413.601	0	0
ENST00000430623.5	545	261.764	0	0
ENST00000429499.5	411	128.999	0	0
ENST00000446560.1	433	150.685	0	0
ENST00000444750.1	510	402.227	196.017	36.7364
ENST00000443448.5	337	57.0164	3.69686	4.88773
ENST00000412221.5	337	57.0164	0	0
ENST00000431307.1	362	81.6572	2.30314	2.12618
ENST00000446847.1	650	361.007	0	0
ENST00000442146.1	387	106.023	0	0
ENST00000447949.1	496	213.304	2.03897	0.720585
ENST00000439570.1	359	78.6894	0	0
ENST00000423842.1	332	52.1754	0	0
ENST00000564287.2	1899	2990.09	16	0.403375
ENST00000427949.1	2225	1929.82	0	0
ENST00000446962.1	473	305.988	2	0.492719
ENST00000356684.7	2525	2198.93	496.756	17.0297
ENST00000426161.5	892	812.494	85.5992	7.94189
ENST00000424044.1	638	446.912	28.6982	4.84069
ENST00000632866.1	554	270.737	34.1997	9.52243
ENST00000417161.1	440	157.624	0	0
ENST00000456240.1	347	66.7825	0	0
ENST00000433082.6	5266	5518.25	28	0.382499
ENST00000608035.5	556	272.737	0	0
ENST00000600591.5	484	201.386	0	0
ENST00000593620.5	670	378.573	1.34956	0.268731
ENST00000601907.5	735	441.971	0	0
ENST00000598105.5	789	494.297	0	0
ENST00000601744.5	807	512.248	0	0
ENST00000608936.5	900	605.135	0	0
ENST00000626372.2	504	295.659	1143.89	291.654
ENST00000609394.5	828	533.248	0	0
ENST00000608328.5	835	540.248	0	0
ENST00000609140.5	809	514.248	0	0
ENST00000608138.3	973	677.955	0	0
ENST00000625511.2	688	395.716	0	0
ENST00000629383.2	884	589.193	0	0
ENST00000627511.2	566	282.627	29	7.73495
ENST00000630588.2	422	139.786	0	0
ENST00000629207.2	1037	741.822	0	0
ENST00000626670.2	759	464.8	0	0
ENST00000625344.2	365	84.6235	0	0
ENST00000630124.2	649	360.183	0	0
ENST00000630095.2	314	36.8087	0	0
ENST00000627855.2	520	237.058	0	0
ENST00000630538.2	921	626.016	0	0
ENST00000630180.2	954	658.955	0	0
ENST00000625209.2	389	107.981	0	0
ENST00000629743.2	695	402.64	0	0
ENST00000628143.2	324	44.9175	0	0
ENST00000626034.2	310	33.7709	0	0
ENST00000625722.2	830	535.248	0	0
ENST00000630223.2	710	398.8	113.447	21.4442
ENST00000626228.2	743	449.413	0	0
ENST00000608399.1	911	616.135	0	0
ENST00000627331.2	681	388.982	0	0
ENST00000628999.2	634	347.789	0	0
ENST00000627723.2	824	529.248	0	0
ENST00000413560.5	496	213.304	0	0
ENST00000613050.4	658	367.588	0	0
ENST00000615085.3	673	381.428	0	0
ENST00000601335.5	691	357.213	0	0
ENST00000630355.2	599	303.585	0	0
ENST00000601854.5	632	296.281	0	0
ENST00000628896.2	711	386.947	0	0
ENST00000451396.2	476	193.406	0	0
ENST00000610094.1	791	496.297	0	0
ENST00000598091.1	720	427.478	0	0
ENST00000626109.1	1906	1610.82	0	0
ENST00000610409.1	2627	2331.82	0	0
ENST00000607258.2	2011	1715.82	0	0
ENST00000443622.1	518	235.082	144	46.1762
ENST00000632868.1	582	298.57	0	0
ENST00000414995.1	800	505.297	0	0
ENST00000446411.5	461	178.46	0	0
ENST00000430890.5	391	109.882	0	0
ENST00000445619.5	343	62.8538	0	0
ENST00000442606.1	390	108.937	0	0
ENST00000420867.1	699	406.601	0	0
ENST00000415765.1	420	137.814	0	0
ENST00000431637.2	1584	1288.82	0	0
ENST00000420347.1	215	91.8421	0	0
ENST00000456026.1	1728	1517.65	254.823	12.6573
ENST00000414452.1	557	273.71	0	0
ENST00000625474.1	1371	1075.82	0	0
ENST00000443836.5	762	363.295	71.6761	14.8727
ENST00000491260.2	813	411.263	1	0.183297
ENST00000446002.1	390	108.937	0	0
ENST00000441331.1	724	359.374	5	1.04881
ENST00000420237.1	1126	778.512	3	0.290489
ENST00000612055.1	2614	2331.38	302.076	9.76738
ENST00000441790.1	811	516.248	0	0
ENST00000420762.1	451	168.512	0	0
ENST00000458443.1	182	72.9105	0	0
ENST00000413159.1	245	88.0706	0	0
ENST00000563417.1	2912	2387.15	6	0.189472
ENST00000446169.1	390	108.937	0	0
ENST00000609276.2	444	161.561	0	0
ENST00000609941.1	536	252.84	0	0
ENST00000431347.1	962	666.955	0	0
ENST00000552026.1	563	279.683	5.15473	1.38936
ENST00000439004.1	4340	3972.1	96.4958	1.83131
ENST00000434398.1	645	357.094	0	0
ENST00000440104.1	807	512.248	0	0
ENST00000431729.1	423	140.772	0	0
ENST00000433576.5	720	357.938	27.4071	5.77205
ENST00000412445.1	605	331.818	34.5929	7.85888
ENST00000421147.5	455	172.512	1.87117	0.817648
ENST00000441160.1	1148	709.956	7.73297	0.821086
ENST00000438158.1	562	383.8	3.0119	0.591575
ENST00000416510.1	675	383.28	0	0
ENST00000455363.2	318	39.8272	0	0
ENST00000621440.1	545	378.704	205.675	40.9407
ENST00000617077.1	536	304.446	39.4424	9.76625
ENST00000613697.1	319	40.6755	106.619	197.594
ENST00000619187.4	459	176.478	3.86131	1.64937
ENST00000620399.1	406	124.227	66.5825	40.4033
ENST00000617276.1	434	151.67	3.35127	1.66565
ENST00000441835.1	459	176.478	8.92053	3.81043
ENST00000427540.1	750	455.934	0	0
ENST00000413074.1	1313	820.152	70.0795	6.44125
ENST00000608771.1	2646	2024.62	35	1.30316
ENST00000450784.5	543	259.764	35.176	10.208
ENST00000426045.5	556	350.239	0	0
ENST00000457955.5	385	104.066	1.36915	0.991789
ENST00000444858.5	362	81.6572	4.55991	4.20955
ENST00000435378.5	768	481.227	13.0098	2.03796
ENST00000441676.5	577	329.374	19.8684	4.54724
ENST00000448808.1	130	46.6168	0.0205937	0.0333017
ENST00000457636.5	517	234.105	4.91848	1.58378
ENST00000439440.1	216	92.541	0	0
ENST00000420335.5	445	162.545	2.23396	1.03604
ENST00000442171.5	548	285.257	11.4005	3.01275
ENST00000434872.1	549	285.718	2.44315	0.644593
ENST00000495684.2	564	280.655	60	16.1158
ENST00000435108.1	613	397.086	10	1.89841
ENST00000446145.1	487	204.366	19	7.00839
ENST00000618397.1	573	289.57	377.045	98.1553
ENST00000453760.5	437	154.624	125.305	61.0891
ENST00000436706.1	790	495.297	0	0
ENST00000420350.1	1323	1261.65	2	0.119499
ENST00000437416.2	684	391.869	0	0
ENST00000431691.1	837	644.407	17	1.98867
ENST00000416908.1	423	140.772	0	0
ENST00000428642.1	397	115.678	4	2.60664
ENST00000433058.1	656	356.889	5	1.05611
ENST00000632561.1	559	275.71	16.8394	4.60413
ENST00000448264.1	1530	1234.82	0	0
ENST00000428148.1	534	250.865	1	0.300493
ENST00000424332.1	348	67.7621	51	56.7358
ENST00000513672.1	342	61.8664	6	7.3109
ENST00000609423.1	490	207.346	9	3.27206
ENST00000602806.1	595	402.82	11.4924	2.15068
ENST00000412855.2	423	140.772	1	0.535496
ENST00000440540.1	535	251.865	1	0.2993
ENST00000443422.1	719	426.519	0	0
ENST00000412918.1	746	452.196	0	0
ENST00000453525.1	538	307.31	14.4142	3.5358
ENST00000433837.1	440	157.624	0	0
ENST00000424451.1	814	432.841	8.47834	1.47658
ENST00000445817.1	1971	1574.89	199639	9555.84
ENST00000436377.1	422	139.786	0	0
ENST00000413347.2	1708	1412.82	0	0
ENST00000623471.1	2642	3612.9	67.7695	1.41401
ENST00000611237.1	2638	3609.71	0	0
ENST00000624958.1	2249	2320.23	87	2.82659
ENST00000366713.1	446	163.529	11.1762	5.15197
ENST00000496552.1	594	296.818	22.8238	5.79658
ENST00000602517.1	3955	3659.82	0	0
ENST00000602529.1	1483	1187.82	0	0
ENST00000602947.1	550	266.737	0	0
ENST00000602778.1	764	469.711	0	0
ENST00000602345.1	574	290.57	0	0
ENST00000602963.1	480	197.406	1	0.381868
ENST00000436779.1	283	22.8159	55	181.719
ENST00000623748.1	933	1000.28	385.682	29.0657
ENST00000632635.1	659	368.481	0	0
ENST00000433734.1	599	315.356	0	0
ENST00000430677.1	792	497.297	0	0
ENST00000429227.1	868	573.248	0	0
ENST00000436334.1	315	37.5695	0	0
ENST00000418348.1	640	380.26	5	0.991206
ENST00000434311.1	478	195.406	77	29.7048
ENST00000417605.1	591	307.511	9	2.20626
ENST00000435973.1	385	104.066	0	0
ENST00000445339.1	654	364.371	0	0
ENST00000440729.1	861	505.501	1	0.149126
ENST00000414640.1	1029	733.822	0	0
ENST00000633012.1	540	256.789	0	0
ENST00000412647.2	403	121.3	0	0
ENST00000412344.1	536	252.84	0	0
ENST00000452640.1	850	555.248	0	0
ENST00000428480.1	673	381.428	0	0
ENST00000436739.1	311	34.5042	0	0
ENST00000439341.1	794	558.534	1	0.134966
ENST00000425559.1	1348	1052.82	0	0
ENST00000416221.5	465	182.424	152.26	62.9183
ENST00000440665.5	416	133.895	0	0
ENST00000450783.5	430	147.73	4.70065	2.39863
ENST00000454631.1	458	175.478	517.393	222.266
ENST00000425412.1	392	110.849	17.4799	11.8872
ENST00000448058.1	597	335.372	1	0.224774
ENST00000456782.1	762	392.969	92.8006	17.8019
ENST00000428673.1	818	748.151	1	0.100759
ENST00000441459.1	2241	1941.71	6	0.232938
ENST00000430921.1	372	91.4899	0	0
ENST00000457698.1	2042	2161.84	53.4809	1.86488
ENST00000412483.1	1723	1427.82	0	0
ENST00000456078.1	452	169.512	0	0
ENST00000446433.1	388	106.991	0	0
ENST00000425104.1	410	128.102	47	27.6578
ENST00000610233.1	626	529.592	6	0.85405
ENST00000451795.1	575	363.826	375	77.6984
ENST00000435574.1	2860	2564.82	0	0
ENST00000421207.1	805	575.265	20	2.62081
ENST00000429507.1	390	108.937	0	0
ENST00000436039.1	693	792.428	1	0.0951293
ENST00000429269.1	2270	1974.82	0	0
ENST00000607759.1	526	242.987	0	0
ENST00000417805.1	1373	1077.82	0	0
ENST00000449012.1	421	138.8	0	0
ENST00000453568.1	631	345.368	0	0
ENST00000441360.1	933	638.016	0	0
ENST00000442382.1	3564	3590.26	437	9.1755
ENST00000632063.1	1257	961.822	0	0
ENST00000437601.2	3793	3961.03	10	0.190312
ENST00000423963.1	423	140.772	139	74.4339
ENST00000418557.1	889	750.116	69.4345	6.97784
ENST00000423988.1	317	39.0931	10.1123	19.4995
ENST00000423175.1	554	378.177	15.4556	3.08081
ENST00000451766.2	427	144.744	178.324	92.8716
ENST00000458044.1	359	78.6894	7.39378	7.08311
ENST00000549744.1	846	696.48	76	8.22581
ENST00000628622.1	3262	4131.57	454.463	8.29197
ENST00000609649.1	430	147.73	31	15.8186
ENST00000412098.2	521	238.058	10.1408	3.21118
ENST00000438371.1	740	446.629	0	0
ENST00000443207.1	190	79.4656	1	0.948625
ENST00000487567.2	1457	2224.29	43	1.45731
ENST00000493812.2	1430	2145.11	0	0
ENST00000608547.2	543	378.931	122	24.2702
ENST00000433131.1	494	367.864	105	21.5167
ENST00000450451.1	3127	3033.77	72577	1803.39
ENST00000422844.1	197	83.4412	14	12.648
ENST00000400946.2	1537	1298.92	38	2.20534
ENST00000442726.1	2900	2560.69	304.379	8.96047
ENST00000561926.1	3011	2573.67	105.03	3.07633
ENST00000596999.2	774	479.437	0	0
ENST00000427859.5	2431	2015.02	26	0.972674
ENST00000428176.1	789	494.297	0	0
ENST00000627761.2	597	313.449	0	0
ENST00000600831.5	452	169.512	0	0
ENST00000458325.5	895	600.135	0	0
ENST00000628573.2	766	471.666	0	0
ENST00000593855.5	718	425.519	0	0
ENST00000610890.1	412	129.986	0	0
ENST00000444721.1	486	203.366	0	0
ENST00000430542.1	443	160.561	0	0
ENST00000412311.5	497	214.283	0	0
ENST00000444308.1	338	57.9932	0	0
ENST00000455599.1	316	38.3309	77.857	153.117
ENST00000457477.2	357	76.6894	0	0
ENST00000428891.1	675	319.34	20	4.72118
ENST00000431139.3	435	152.655	0	0
ENST00000413801.1	572	288.57	0	0
ENST00000444330.1	504	221.196	0	0
ENST00000413994.1	473	190.406	0	0
ENST00000608241.1	475	192.406	0	0
ENST00000421878.2	766	417.982	6.73279	1.21426
ENST00000427176.1	792	497.297	0	0
ENST00000436756.5	624	340.733	59.0537	13.0649
ENST00000420830.1	475	192.406	0	0
ENST00000450226.2	743	449.413	0	0
ENST00000437691.1	346	65.7892	0	0
ENST00000439562.1	694	401.64	2	0.375377
ENST00000437499.1	373	92.4714	0	0
ENST00000422938.1	277	24.1831	2	6.23437
ENST00000439849.1	751	456.934	0	0
ENST00000453572.1	389	107.981	0	0
ENST00000417120.1	517	234.105	20.6374	6.64537
ENST00000440494.1	1799	1503.82	0	0
ENST00000623669.1	3580	4028.3	8.05278	0.150695
ENST00000441338.1	468	185.406	1	0.406584
ENST00000440148.1	567	283.627	0	0
ENST00000417765.1	642	348.22	438	94.8188
ENST00000632004.1	563	279.683	0	0
ENST00000366527.3	5007	4380.45	2786.98	47.9611
ENST00000610145.1	535	458.328	8	1.31579
ENST00000607453.1	1739	3192.34	24	0.56673
ENST00000446321.1	810	515.248	0	0
ENST00000418402.1	271	28.8004	0	0
ENST00000414565.1	447	164.529	7	3.20723
ENST00000426386.2	696	489.892	49.8701	7.67387
ENST00000443763.1	581	297.57	0	0
ENST00000426929.1	361	80.6653	44.9556	42.0117
ENST00000366308.2	964	1033.52	3	0.218814
ENST00000417786.1	1960	2412.02	57.928	1.81043
ENST00000570141.1	2968	3127.1	270.208	6.51373
ENST00000442712.1	522	239.035	0	0
ENST00000567832.1	3472	3114.64	86.4913	2.09334
ENST00000421003.5	2600	3107.69	18.4243	0.446917
ENST00000505748.5	595	364.089	6.39392	1.32383
ENST00000509202.1	503	321.518	5.44754	1.27723
ENST00000426089.1	2545	3467.17	1.67257	0.036365
ENST00000419361.1	552	289.763	6.06171	1.57698
ENST00000623686.1	2258	4107.8	72.1588	1.3242
ENST00000566446.1	1246	633.2	803	95.598
ENST00000428687.1	706	678.228	544	60.464
ENST00000420469.1	1638	1329.45	2	0.113405
ENST00000435333.5	538	254.814	0	0
ENST00000446347.1	481	198.386	0	0
ENST00000449298.1	1541	1245.82	0	0
ENST00000582218.1	722	650.133	64.6933	7.50121
ENST00000419891.1	453	170.512	0	0
ENST00000426444.1	491	208.346	0	0
ENST00000450847.1	967	524.264	601.893	86.5452
ENST00000438623.1	955	514.83	222.082	32.518
ENST00000436515.1	967	528.551	18.0249	2.57075
ENST00000611154.1	155	59.774	0	0
ENST00000437830.3	454	171.512	0	0
ENST00000417047.1	462	179.46	1	0.420055
ENST00000437798.1	4775	4479.82	0	0
ENST00000450709.1	694	407.841	5.02082	0.928021
ENST00000427831.1	392	110.849	129.719	88.2157
ENST00000588842.1	1200	904.822	0	0
ENST00000590255.1	811	516.248	0	0
ENST00000585703.1	805	510.248	0	0
ENST00000588334.1	789	494.297	0	0
ENST00000591178.1	757	462.845	0	0
ENST00000592090.1	659	368.481	0	0
ENST00000457938.5	445	162.545	0	0
ENST00000587073.5	541	257.789	0	0
ENST00000590678.1	684	391.869	0	0
ENST00000591158.1	441	158.624	0	0
ENST00000416685.1	590	306.511	0	0
ENST00000586673.5	607	323.166	0	0
ENST00000592553.5	925	630.016	0	0
ENST00000587796.5	889	594.193	0	0
ENST00000586311.5	1010	714.822	0	0
ENST00000589588.5	1080	784.822	0	0
ENST00000586235.5	879	584.193	0	0
ENST00000612487.4	940	644.955	0	0
ENST00000609984.5	870	575.248	0	0
ENST00000591122.5	833	538.248	0	0
ENST00000585783.5	785	490.345	0	0
ENST00000592687.5	703	410.601	0	0
ENST00000591015.5	824	529.248	0	0
ENST00000589124.5	826	531.248	0	0
ENST00000592366.5	944	648.955	0	0
ENST00000586772.5	817	522.248	0	0
ENST00000591927.5	860	565.248	0	0
ENST00000591244.5	811	516.248	0	0
ENST00000589936.1	648	359.499	0	0
ENST00000586715.1	798	503.297	0	0
ENST00000619113.1	548	264.737	0	0
ENST00000430529.1	845	475.543	1	0.15852
ENST00000436808.2	853	558.248	0	0
ENST00000431911.1	549	265.737	0	0
ENST00000449119.1	424	141.758	0	0
ENST00000449621.1	598	314.449	0	0
ENST00000427398.1	510	227.196	0	0
ENST00000454477.1	660	369.302	0	0
ENST00000444079.1	762	467.711	0	0
ENST00000445418.1	1943	1973.06	238.282	9.10384
ENST00000435573.1	426	143.758	0	0
ENST00000439196.1	571	477.216	174	27.4858
ENST00000433724.1	493	210.346	0	0
ENST00000456255.1	389	107.981	0	0
ENST00000606068.1	577	293.57	0	0
ENST00000431542.1	256	65.9126	0	0
ENST00000425850.1	535	251.865	0	0
ENST00000621134.4	1519	1223.82	0	0
ENST00000415700.1	536	252.84	0	0
ENST00000445279.5	694	401.64	0	0
ENST00000449405.1	368	87.5716	4.1029	3.53185
ENST00000427019.1	589	305.511	0	0
ENST00000456949.2	539	255.789	0	0
ENST00000437132.1	432	149.7	0	0
ENST00000428335.1	536	252.84	0	0
ENST00000457467.1	850	555.248	0	0
ENST00000438247.1	786	807.178	2	0.186782
ENST00000419028.2	555	271.737	0	0
ENST00000366424.2	1641	1874.65	306.103	12.3089
ENST00000426976.1	3403	3107.82	0	0
ENST00000422175.1	3166	2870.82	0	0
ENST00000448106.1	3230	2934.82	0	0
ENST00000414065.1	547	263.737	0	0
ENST00000457813.1	368	87.5716	0	0
ENST00000452701.1	574	290.57	0	0
ENST00000437610.1	578	294.57	0	0
ENST00000457478.1	2344	2384.97	2	0.0632152
ENST00000425776.1	718	425.519	0	0
ENST00000419347.1	416	133.895	0	0
ENST00000454530.1	435	152.655	0	0
ENST00000454977.1	718	407.464	4	0.740023
ENST00000453806.1	908	613.135	0	0
ENST00000607415.1	473	190.406	0	0
ENST00000450917.1	974	844.995	15	1.33817
ENST00000422961.5	791	637.322	41.9526	4.96219
ENST00000439547.5	482	199.386	0	0
ENST00000416463.1	436	153.655	8.46473	4.1528
ENST00000423704.1	584	355.304	25.3922	5.38734
ENST00000438482.1	914	822.545	66.1905	6.0661
ENST00000438436.2	1218	1184.98	510.09	32.4496
ENST00000426725.1	836	738.895	58.9098	6.01006
ENST00000456450.1	693	715.452	237.111	24.983
ENST00000441632.1	807	512.248	0	0
ENST00000451101.1	717	424.56	0	0
ENST00000454455.5	2454	2158.82	0	0
ENST00000592948.1	1576	1280.82	0	0
ENST00000586530.1	1479	1183.82	0	0
ENST00000590981.5	971	675.955	0	0
ENST00000591066.5	674	382.391	0	0
ENST00000588264.1	722	429.478	0	0
ENST00000425949.5	1475	1179.82	0	0
ENST00000588796.1	1080	784.822	0	0
ENST00000453880.1	812	517.248	0	0
ENST00000431730.1	381	100.219	0	0
ENST00000457371.1	391	109.882	0	0
ENST00000442831.1	607	323.166	0	0
ENST00000412134.5	2663	2306.21	8.21778	0.268614
ENST00000432314.5	627	383.738	11.1666	2.19361
ENST00000421212.1	507	224.196	154.979	52.1098
ENST00000425763.1	319	40.6755	0	0
ENST00000458264.1	468	185.406	0	0
ENST00000453678.5	1058	762.822	0	0
ENST00000420221.1	243	88.7113	0	0
ENST00000455579.2	1199	903.822	0	0
ENST00000413960.1	1746	1450.82	0	0
ENST00000450397.1	411	128.999	0	0
ENST00000456327.1	1434	1198.45	0	0
ENST00000431188.1	3329	3033.82	0	0
ENST00000625018.1	3292	3048.62	0	0
ENST00000391666.3	3269	3026.48	48.2576	1.20199
ENST00000444416.1	2695	2399.82	0	0
ENST00000431182.1	708	415.601	0	0
ENST00000450794.1	580	296.57	0	0
ENST00000425125.1	579	295.57	0	0
ENST00000448901.1	4209	3634.68	663.91	13.7695
ENST00000436082.1	528	244.963	0	0
ENST00000627862.2	790	495.297	0	0
ENST00000593202.5	711	418.56	0	0
ENST00000625915.2	852	557.248	0	0
ENST00000589150.5	962	666.955	0	0
ENST00000627908.2	691	398.64	0	0
ENST00000586893.5	834	539.248	0	0
ENST00000585834.5	1234	938.822	0	0
ENST00000589597.5	839	544.248	0	0
ENST00000586753.5	693	400.64	0	0
ENST00000591450.5	682	417.422	28.335	5.11707
ENST00000590489.5	637	373.227	36.5369	7.37959
ENST00000592565.5	856	561.248	0	0
ENST00000629313.2	683	390.906	0	0
ENST00000591575.5	773	487.838	0	0
ENST00000590276.5	742	448.457	0	0
ENST00000592394.5	1030	734.822	0	0
ENST00000590865.5	918	623.016	0	0
ENST00000455317.5	294	25.1705	0	0
ENST00000456028.5	540	256.789	0	0
ENST00000590971.5	800	505.297	0	0
ENST00000587748.5	847	552.248	0	0
ENST00000591060.5	790	495.297	0	0
ENST00000589024.1	839	544.248	0	0
ENST00000585872.5	758	463.8	0	0
ENST00000591018.5	1240	944.822	0	0
ENST00000591053.5	1113	817.822	0	0
ENST00000626844.2	783	488.345	0	0
ENST00000589962.5	891	596.193	0	0
ENST00000588384.5	515	232.128	0	0
ENST00000587316.5	755	460.934	0	0
ENST00000588108.5	825	530.248	0	0
ENST00000590961.5	759	464.8	0	0
ENST00000628623.2	842	547.248	0	0
ENST00000625779.2	422	139.786	0	0
ENST00000587628.5	815	520.248	0	0
ENST00000593277.5	722	429.478	0	0
ENST00000590006.5	946	650.955	0	0
ENST00000627672.2	728	435.311	0	0
ENST00000591129.5	823	528.248	0	0
ENST00000592365.5	913	618.135	0	0
ENST00000630706.2	874	579.248	0	0
ENST00000591093.5	815	520.248	0	0
ENST00000585789.5	615	330.81	0	0
ENST00000628355.2	605	321.198	0	0
ENST00000588330.5	1055	759.822	0	0
ENST00000593269.5	943	647.955	0	0
ENST00000630510.1	696	403.64	0	0
ENST00000591400.5	1067	771.822	0	0
ENST00000586129.5	720	427.478	0	0
ENST00000585718.5	780	485.345	0	0
ENST00000588145.3	790	495.297	0	0
ENST00000585781.5	704	411.601	0	0
ENST00000588051.5	789	494.297	0	0
ENST00000630222.2	915	620.016	0	0
ENST00000592229.5	752	457.934	0	0
ENST00000591731.5	843	548.248	0	0
ENST00000588220.5	616	331.778	0	0
ENST00000431336.1	569	285.627	0	0
ENST00000587162.5	734	441.099	0	0
ENST00000585767.5	379	98.2891	0	0
ENST00000587050.1	456	173.512	0	0
ENST00000425711.1	423	140.772	0	0
ENST00000415657.1	616	331.778	0	0
ENST00000450467.1	358	77.6894	0	0
ENST00000585810.1	545	261.764	0	0
ENST00000592730.1	688	395.716	0	0
ENST00000592816.1	542	258.789	0	0
ENST00000412528.5	424	141.758	0	0
ENST00000424179.5	602	318.324	0	0
ENST00000382045.3	2131	1871.55	1	0.0402785
ENST00000366140.6	799	495.102	93.7595	14.2756
ENST00000414795.1	506	223.196	13.3629	4.51323
ENST00000607613.1	578	294.57	30.1073	7.70471
